"id","nombre","ruc","sigla","direccion","telefono","email","web","categoria_id","ubigeo","distrito_id","provincia_id","departamento_id"
461,MUNICIPALIDAD DISTRITAL DE YANAMA,"20213928989",,,,,,4,"022008",250,27,2
462,MUNICIPALIDAD DISTRITAL DE CHACOCHE,"20216026048",,Plaza de Armas N° 5 Mz. O Lt. 7 Km. 75.3,"983756901",duffo_99_25@hotmail.com,,4,"030102",252,28,3
463,MUNICIPALIDAD DISTRITAL DE CIRCA,"20173249421",,Plaza de Armas N° 2 Km. 1,"973224734",juliochurtadosullca@gmail.com,,4,"030103",253,28,3
464,MUNICIPALIDAD DISTRITAL DE CURAHUASI,"20185897967",,,,,,4,"030104",254,28,3
465,MUNICIPALIDAD DISTRITAL DE HUANIPACA,"20192088772",,Jr. Cusco S/N,"982980041 / 931939691",md.huanipaca@gmail.com,,4,"030105",255,28,3
466,MUNICIPALIDAD DISTRITAL DE LAMBRAMA,"20163033136",,Plaza de Armas S/N,,municipalidadlambrama5@gmail.com,,4,"030106",256,28,3
467,MUNICIPALIDAD DISTRITAL DE PICHIRHUA,"20148182869",,Plaza de Armas S/N,"956588651 / 994785494",inicencioarangorodriguez1981@gmail.com,,4,"030107",257,28,3
468,MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE CACHORA,"20172935673",,Jr. Abancay S/N Mz. T Lt. 11 ,"940895421",rccahuana@munisanpedrodecachora.gob.pe,,4,"030108",258,28,3
469,MUNICIPALIDAD DISTRITAL DE TAMBURCO,"20175824619",,Calle Señor de La Exaltación S/N - Plaza de Armas,,alcaldia@munitamburco.gob.pe,,4,"030109",259,28,3
470,MUNICIPALIDAD DISTRITAL DE ANDARAPA,"20207761886",,Av. 24 de Junio S/N,,mandarapa2023@gmail.com,,4,"030202",261,29,3
646,MUNICIPALIDAD DISTRITAL DE SAN JOSÉ DE TICLLAS,"20143661483",,,,,,4,"050109",453,43,5
471,MUNICIPALIDAD DISTRITAL DE CHIARA,"20201231681",,Jr. Gerardo Astoquillca N° 19 - Plaza de Armas,"923948169",mdistritaldechiara@gmail.com,,4,"030203",262,29,3
472,MUNICIPALIDAD DISTRITAL DE HUANCARAMA,"20196029584",,,,,,4,"030204",263,29,3
473,MUNICIPALIDAD DISTRITAL DE HUANCARAY,"20201967181",,,,,,4,"030205",264,29,3
474,MUNICIPALIDAD DISTRITAL DE HUAYANA,"20288749443",,Jr. Lima S/N - Plaza de Armas,"958109402",pedro.torreccoycca@gmail.com,,4,"030206",265,29,3
475,MUNICIPALIDAD DISTRITAL DE KISHUARA,"20163027080",,,,,,4,"030207",266,29,3
476,MUNICIPALIDAD DISTRITAL DE PACOBAMBA,"20192041628",,,,,,4,"030208",267,29,3
477,MUNICIPALIDAD DISTRITAL DE PACUCHA,"20201967423",,,,,,4,"030209",268,29,3
478,MUNICIPALIDAD DISTRITAL DE PAMPACHIRI,"20192048801",,Av. Apurímac S/N - Plaza de Armas ,,fidelmunipampachiri@gmail.com,,4,"030210",269,29,3
479,MUNICIPALIDAD DISTRITAL DE POMACOCHA,"20288775444",,Plaza de Armas S/N,"830000 / 992058670 / 968837881",walderanca@gmail.com,,4,"030211",270,29,3
480,MUNICIPALIDAD DISTRITAL DE SAN ANTONIO DE CACHI,"20163031192",,,,,,4,"030212",271,29,3
481,MUNICIPALIDAD DISTRITAL DE SAN JERÓNIMO,"20199906306",,Jr. San Martín N° 202 - Plaza de Armas,,sabinoportillo8@gmail.com,,4,"030213",272,29,3
482,MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE CHACCRAMPA,"20192042357",,,,,,4,"030214",273,29,3
483,MUNICIPALIDAD DISTRITAL DE SANTA MARÍA DE CHICMO,"20164792685",,,,,,4,"030215",274,29,3
484,MUNICIPALIDAD DISTRITAL DE TALAVERA,"20172968253",,Av. Confraternidad N° 150,"083-424025 / 990893573",sernafloresnelson@gmail.com,,4,"030216",275,29,3
485,MUNICIPALIDAD DISTRITAL DE TUMAY HUARACA,"20201231257",,Av. Apurímac S/N - Plaza de Armas Umamarca,"954 929 272",mtumayhuaraca2023@gmail.com,,4,"030217",276,29,3
486,MUNICIPALIDAD DISTRITAL DE TURPO,"20202321535",,Av. Apurímac S/N - Plaza de Armas,"950490692",aba.muniturpo@gmail.com,,4,"030218",277,29,3
487,MUNICIPALIDAD DISTRITAL DE KAQUIABAMBA,"20323826651",,,,,,4,"030219",278,29,3
488,MUNICIPALIDAD DISTRITAL DE JOSÉ MARÍA ARGUEDAS,"20600234634",,Av. Ica S/N con Jr. 8 de Mayo N° 552,,luciora0512@gmail.com,,4,"030220",279,29,3
489,MUNICIPALIDAD DISTRITAL DE EL ORO,"20188065849",,,,,,4,"030302",281,30,3
490,MUNICIPALIDAD DISTRITAL DE HUAQUIRCA,"20211564181",,Plaza de Armas S/N,"929926506",rolocaze@hotmail.com,,4,"030303",282,30,3
491,MUNICIPALIDAD DISTRITAL DE JUAN ESPINOZA MEDRANO,"20208750209",,,,,,4,"030304",283,30,3
492,MUNICIPALIDAD DISTRITAL DE OROPESA,"20203837632",,Plaza de Armas S/N,"977214405 / 938524960",munioropesa2023@gmail.com,,4,"030305",284,30,3
493,MUNICIPALIDAD DISTRITAL DE PACHACONAS,"20173249340",,,,,,4,"030306",285,30,3
494,MUNICIPALIDAD DISTRITAL DE SABAINO,"20177892441",,,,,,4,"030307",286,30,3
495,MUNICIPALIDAD DISTRITAL DE CAPAYA,"20148182940",,,,,,4,"030402",288,31,3
496,MUNICIPALIDAD DISTRITAL DE CARAYBAMBA,"20208595041",,,,,,4,"030403",289,31,3
497,MUNICIPALIDAD DISTRITAL DE CHAPIMARCA,"20195966649",,,,,,4,"030404",290,31,3
498,MUNICIPALIDAD DISTRITAL DE COLCABAMBA,"20214752388",,Plaza de Armas N° 10 Km. 12,"994519728",adolfomaldonado@municolcabamba-aymaraes.gob.pe,,4,"030405",291,31,3
499,MUNICIPALIDAD DISTRITAL DE COTARUSE,"20154571800",,Plaza de Armas S/N Mz. C1 Lt. 8 Km. 320		,"900449961",josecalla1@hotmail.com,,4,"030406",292,31,3
500,MUNICIPALIDAD DISTRITAL DE IHUAYLLO,"20163027161",,Plaza de Armas S/N,"949327583",jtomasto777@gmail.com,,4,"030407",293,31,3
501,MUNICIPALIDAD DISTRITAL DE JUSTO APU SAHUARAURA,"20175825771",,,,,,4,"030408",294,31,3
502,MUNICIPALIDAD DISTRITAL DE LUCRE,"20192091641",,,,,,4,"030409",295,31,3
503,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE CHACÑA,"20204474606",,,,,,4,"030411",297,31,3
504,MUNICIPALIDAD DISTRITAL DE SAÑAYCA,"20220738427",,,,,,4,"030412",298,31,3
505,MUNICIPALIDAD DISTRITAL DE SORAYA,"20148183083",,Av. Soraya N° 15 - Plaza de Armas	,"937444001",ontonfloresm@gmail.com,,4,"030413",299,31,3
506,MUNICIPALIDAD DISTRITAL DE TAPAIRIHUA,"20156481476",,,,,,4,"030414",300,31,3
507,MUNICIPALIDAD DISTRITAL DE TINTAY,"20163949980",,,,,,4,"030415",301,31,3
508,MUNICIPALIDAD DISTRITAL DE TORAYA,"20201958513",,,,,,4,"030416",302,31,3
509,MUNICIPALIDAD DISTRITAL DE YANACA,"20175825429",,,,,,4,"030417",303,31,3
510,MUNICIPALIDAD DISTRITAL DE COTABAMBAS,"20177427285",,,,,,4,"030502",305,32,3
511,MUNICIPALIDAD DISTRITAL DE COYLLURQUI,"20205028600",,,,,,4,"030503",306,32,3
512,MUNICIPALIDAD DISTRITAL DE HAQUIRA,"20189921595",,,,,,4,"030504",307,32,3
513,MUNICIPALIDAD DISTRITAL DE MARA,"20201520364",,,,,,4,"030505",308,32,3
514,MUNICIPALIDAD DISTRITAL DE CHALLHUAHUACHO,"20288774553",,,,,,4,"030506",309,32,3
515,MUNICIPALIDAD DISTRITAL DE ANCO_HUALLO,"20175831747",, Av. Ricardo Palma S/N Mz. C1 Lt. 4,"915055811 / 913709420	",apuagobados@gmail.com,,4,"030602",311,33,3
516,MUNICIPALIDAD DISTRITAL DE COCHARCAS,"20288789313",,,,,,4,"030603",312,33,3
517,MUNICIPALIDAD DISTRITAL DE HUACCANA,"20156963896",,Jr. La Cultura N° 150 Mz. V Lt. 3 	,"943146683 / 930987492	",gilbert89@hotmail.com,,4,"030604",313,33,3
518,MUNICIPALIDAD DISTRITAL DE OCOBAMBA,"20206827441",,,,,,4,"030605",314,33,3
519,MUNICIPALIDAD DISTRITAL DE ONGOY,"20168237244",,Plaza de Armas S/N	,"999262743	",muniongoy23@gmail.com,,4,"030606",315,33,3
520,MUNICIPALIDAD DISTRITAL DE URANMARCA,"20163781949",,,,,,4,"030607",316,33,3
521,MUNICIPALIDAD DISTRITAL DE RANRACANCHA,"20210743902",,Av. Inmaculada Concepción S/N - Plaza de Armas	,"930904729	",aarango0580@gmail.com,,4,"030608",317,33,3
522,MUNICIPALIDAD DISTRITAL DE ROCCHACC,"20601052955",,,,,,4,"030609",318,33,3
523,MUNICIPALIDAD DISTRITAL DE EL PORVENIR, 2060105284,,Av. 28 de Julio S/N - Plaza de Armas	,"978569209	",percyvipa2@gmail.com,,4,"030610",319,33,3
524,MUNICIPALIDAD DISTRITAL DE LOS CHANKAS,"20601366267",,Plaza de Armas S/N - Río Blanco 	,"946594556	",lujaninfantewilliam09@gmail.com,,4,"030611",320,33,3
525,MUNICIPALIDAD DISTRITAL DE CURPAHUASI,"20175826743",,Plaza de Armas S/N	,"972333858	",municurpahuasi2326@gmail.com,,4,"030702",323,34,3
526,MUNICIPALIDAD DISTRITAL DE GAMARRA,"20148183164",,Plaza de Armas S/N	,"996008561 / 910852527/083-832535 /  947932039",munigamarra2023.2026@gmail.com,,4,"030703",324,34,3
527,MUNICIPALIDAD DISTRITAL DE HUAYLLATI,"20175827634",,,,,,4,"030704",325,34,3
528,MUNICIPALIDAD DISTRITAL DE MAMARA,"20201760080",,Plaza de Armas S/N	,"984421579	",llufire_z99@hotmail.com,,4,"030705",326,34,3
529,MUNICIPALIDAD DISTRITAL DE MICAELA BASTIDAS,"20201967776",,Plaza de Armas S/N,"956334137",taypecostillay@gmail.com,,4,"030706",327,34,3
530,MUNICIPALIDAD DISTRITAL DE PATAYPAMPA,"20148184136",,Plaza de Armas S/N	,"974593165 / 940245095",inghuillcar@gmail.com,,4,"030707",328,34,3
531,MUNICIPALIDAD DISTRITAL DE PROGRESO,"20219345004",,Plaza de Armas S/N	,"914926658	",waltermoreal@hotmail.com,,4,"030708",329,34,3
532,MUNICIPALIDAD DISTRITAL DE SAN ANTONIO,"20203839848",,,,,,4,"030709",330,34,3
533,MUNICIPALIDAD DISTRITAL DE SANTA ROSA,"20199907451",,,,,,4,"030710",331,34,3
534,MUNICIPALIDAD DISTRITAL DE TURPAY,"20175826743",,Plaza de Armas S/N	,"992987501 / 982241234	",miangel151618@gmail.com,,4,"030711",332,34,3
535,MUNICIPALIDAD DISTRITAL DE VILCABAMBA,"20203838019",,Plaza de Armas S/N Mz. L Lt. 10	,"983732001	",javiertorres031275@gmail.com,,4,"030712",333,34,3
536,MUNICIPALIDAD DISTRITAL DE VIRUNDO,"20193220763",,,,,,4,"030713",334,34,3
537,MUNICIPALIDAD DISTRITAL DE CURASCO,"20222376590",,Av. 29 de Octubre S/N	,"961144505 / 917246438/083323636 ",,,4,"030714",335,34,3
538,MUNICIPALIDAD DISTRITAL DE ALTO SELVA ALEGRE,"20311886879",MDA,Av. Obrera Esquina S/N con Pasaje Olaya Graficos S/N,,,,4,"040102",337,35,4
539,MUNICIPALIDAD DISTRITAL DE CAYMA,"20121103754",MDC,Plaza Principal N° 408,,,,4,"040103",338,35,4
540,MUNICIPALIDAD DISTRITAL DE CERRO COLORADO,"20159515240",MDC,Calle Mariano Melgar N° 500,,,,4,"040104",339,35,4
541,MUNICIPALIDAD DISTRITAL DE CHARACATO,"20184516111",,Plaza Principal N° 100,"448209 / 448174",,MDC,4,"040105",340,35,4
542,MUNICIPALIDAD DISTRITAL DE CHIGUATA,"20204266086",MDC,Plaza Principal S/N,"961810853 / 961811867 / 961810271",munichiguata@gmail.com,,4,"040106",341,35,4
543,MUNICIPALIDAD DISTRITAL DE JACOBO HUNTER,"20168918942",MDJ,Av. Viña del Mar N° 200,"441163 / 441165",mdjh@munihunter.gob.pe,,4,"040107",342,35,4
544,MUNICIPALIDAD DISTRITAL DE LA JOYA,"20167246029",MDJ,Jr. Dos de Mayo N° 501 Mz. S Lt. 8,"492021 / 207038 / 492011",alcaldia@municipalidadlajoya.gob.pe,,4,"040108",343,35,4
545,MUNICIPALIDAD DISTRITAL DE MARIANO MELGAR,"20170422971",MDM,Av. Simón Bolívar N° 908,"452289 / 455041",info@munimarianomelgar.gob.pe,,4,"040109",344,35,4
546,MUNICIPALIDAD DISTRITAL DE MIRAFLORES,"20163611512",MDM,Av. Unión N° 316,"242124 / 265544",munimiraflores@aqp.gob.pe,,4,"040110",345,35,4
547,MUNICIPALIDAD DISTRITAL DE MOLLEBAYA,"20219316675",MDM,Calle 27 de Mayo S/N,"448621",alcaldia@munimollebaya.gob.pe,,4,"040111",346,35,4
548,MUNICIPALIDAD DISTRITAL DE PAUCARPATA,"20167264868",MDP, Plaza de Armas N° 106,"426363 / 430623",informes@munipaucarpata.gob.pe,,4,"040112",347,35,4
549,MUNICIPALIDAD DISTRITAL DE POCSI,"20207852849",MDP,Plaza Principal S/N Mz. M Lt. 12,"958854841 / 996998422 / 996998278 / 949001323 / 987227163",municipio-pocsi@hotmail.com,,4,"040113",348,35,4
550,MUNICIPALIDAD DISTRITAL DE POLOBAYA,"20205316907",MDP,Plaza Principal S/N,"983152422",munipolobaya@hotmail.com,,4,"040114",349,35,4
551,MUNICIPALIDAD DISTRITAL DE QUEQUEÑA,"20175695380",MDQ,Plaza Principal S/N,"962967171 / 274541",muni_quequena@hotmail.com,,4,"040115",350,35,4
552,MUNICIPALIDAD DISTRITAL DE SABANDIA,"20170573081",MDS,Calle Principal S/N - Plaza de Armas,"448247",alcaldia.sabandia@gmail.com,,4,"040116",351,35,4
553,MUNICIPALIDAD DISTRITAL DE SACHACA,"20190583369",MDS,Av. Fernandini S/N,"233892 / 231235 / 720000",info@munisachaca.gob.pe,,4,"040117",352,35,4
554,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE SIGUAS,"20206804824",MDS,Plaza Principal Tambillo S/N,"958319267 / 957097329",oficina.munisiguas@gmail.com,,4,"040118",353,35,4
555,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE TARUCANI,"20206428741",MDT,Plaza de Armas N° 100 Mz. T Lt. 2,"315051",munisanjuantarucani@gmail.com,,4,"040119",354,35,4
556,MUNICIPALIDAD DISTRITAL DE SANTA ISABEL DE SIGUAS,"20272140023",MDS,Plaza Principal Sondor S/N,"959773377",mdsis@hotmail.com,,4,"040120",355,35,4
557,MUNICIPALIDAD DISTRITAL DE SANTA RITA DE SIGUAS,"20162338545",MDS,Calle Augusto Gilardi N° 326 Mz. I Lt. 3,"558026 / 322530",municipalidadsantaritadesiguas@gmail.com,,4,"040121",356,35,4
558,MUNICIPALIDAD DISTRITAL DE SOCABAYA,"20190520286",MDS,Calle San Martín Mz. L Lt.12 - Plaza Principal,"435655 / 436525 / 438823 / 436524",alcaldia@munisocabaya.gob.pe,,4,"040122",357,35,4
559,MUNICIPALIDAD DISTRITAL DE TIABAYA,"20171312222",MDT,Calle Pardo N° 301,"439098 / 439097 / 439581",munitiabaya@munitiabaya.gob.pe,,4,"040123",358,35,4
560,MUNICIPALIDAD DISTRITAL DE UCHUMAYO,"20191603941",mdu,Calle Salaverry N° 100 Mz. G Lt. 2,"411241 / 411328 / 493014 / 411616",mdu.co.rrppimagen@gmail.com,,4,"040124",359,35,4
561,MUNICIPALIDAD DISTRITAL DE VITOR,"20220889042",MDV,Plaza Principal S/N,"751975",municipiodevitor@hotmail.com,,4,"040125",360,35,4
562,MUNICIPALIDAD DISTRITAL DE YANAHUARA,"20162586956",MDY,Calle Miguel Grau N° 402,"253668 / 273821",myanahuara@gmail.com,,4,"040126",361,35,4
563,MUNICIPALIDAD DISTRITAL DE YARABAMBA,"20221150733",MDY,Calle América N° 102,"494067",munioficialyarabamba@gmail.com,,4,"040127",362,35,4
647,MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA,"20451440625",,,,,,4,"050110",454,43,5
564,MUNICIPALIDAD DISTRITAL DE YURA,"20173809663",MDY,Av. Asociación Ciudad de Dios Zna. 3 Sector B - Centro Cívico - Plaza Principal,"982642081",muniyura@muniyura.gob.pe,,4,"040128",363,35,4
565,MUNICIPALIDAD DISTRITAL DE JOSÉ LUIS BUSTAMANTE Y RIVERO,"20312108284",MDJ,Av. Dolores S/N,"430700 / 426666 / 947027839 / 427195",alcalde@munibustamante.gob.pe,,4,"040129",364,35,4
566,MUNICIPALIDAD DISTRITAL DE JOSÉ MARÍA QUIMPER,"20177237826",MDQ,Calle San Isidro S/N,"959499024",juliomontoyajmq@gmail.com,,4,"040202",366,36,4
567,MUNICIPALIDAD DISTRITAL DE MARIANO NICOLÁS VALCÁRCEL,"20219772417",MDV,Plaza Principal S/N - Urasqui,"964326222 / 963528493 / 932995714 / 917387193",municipalidadmnv.2019@gmail.com,,4,"040203",367,36,4
568,MUNICIPALIDAD DISTRITAL DE MARISCAL CÁCERES,"20190255949",,,,,,4,"040204",368,36,4
569,MUNICIPALIDAD DISTRITAL DE NICOLÁS DE PIEROLA,"20190587437",MDN,Av. Bolívar N° 402,"572490 / 571197",muninicolasdepierola@gmail.com,,4,"040205",369,36,4
570,MUNICIPALIDAD DISTRITAL DE OCOÑA,"20211371545",,Av. Unión S/N,"587013",gerencia@muniocona.gob.pe,,4,"040206",370,36,4
571,MUNICIPALIDAD DISTRITAL DE QUILCA,"20199725930",MDQ,Plaza de Armas S/N,"930331408",municipalidad.quilca01@gmail.com,,4,"040207",371,36,4
572,MUNICIPALIDAD DISTRITAL DE SAMUEL PASTOR,"20206805120",MDS,Jr. La Pampa N° 308,"571708",informe@munisamuelpastor.gob.pe,,4,"040208",372,36,4
573,MUNICIPALIDAD DISTRITAL DE ACARÍ,"20162405919",MDA,Plaza Principal S/N,"481099 / 966771691",muni_acari@hotmail.com,,4,"040302",374,37,4
574,MUNICIPALIDAD DISTRITAL DE ATICO,"20212025179",MDA,Av. San Pedro S/N Mz. 85 Lt. 3,"512035 / 512261 / 512316 / 512057",municipalidaddistritaldeatico2019@hotmail.com,,4,"040303",375,37,4
575,MUNICIPALIDAD DISTRITAL DE ATIQUIPA,"20212024954",,Plaza de Armas S/N Mz. B Lt. 10 ,"991139242",muniatiquipa040304@hotmail.com,MDA,4,"040304",376,37,4
576,MUNICIPALIDAD DISTRITAL DE BELLA UNIÓN,"20147682469",MDB,Jr. Ludgardo Morales S/N Mz. 25 Lt. 1 ,"482057",bellaunion.md@gmail.com,,4,"040305",377,37,4
577,MUNICIPALIDAD DISTRITAL DE CAHUACHO,"20218890327",MDC,Av. Libertad S/N Mz. R Lt. 2,"959501264",gcahucahomunicipalidad2019@gmail.com,,4,"040306",378,37,4
578,MUNICIPALIDAD DISTRITAL DE CHALA,"20212025098",MDC,Calle Comercio N° 210,"980350427 / 929040010 / 982352902",,,4,"040307",379,37,4
579,MUNICIPALIDAD DISTRITAL DE CHAPARRA,"20227330873",MDC, Plaza Principal S/N - Achanizo,,muni.chaparra@gmail.com,,4,"040308",380,37,4
580,MUNICIPALIDAD DISTRITAL DE HUANUHUANU,"20227330016",mdh,Av. Julián Dongo Chacón S/N Mz. C Lt. 1,"988866089 / 812033",huanuhuanu_@hotmail.com,,4,"040309",381,37,4
581,MUNICIPALIDAD DISTRITAL DE JAQUI,"20207861759",MDJ,Calle Sologuren S/N Mz. F Lt. 2,"992031259",municipalidadjaqui@hotmail.com,,4,"040310",382,37,4
582,MUNICIPALIDAD DISTRITAL DE LOMAS,"20147632950",MDL,Calle Libertad N° 105 Mz. 20 Lt. 1 ,"982193825",municipalidaddistritaldelomas@hotmail.com,,4,"040311",383,37,4
583,MUNICIPALIDAD DISTRITAL DE QUICACHA,"20202169300",MDQ,Plaza de Armas S/N,"953561555",municipalidadquicacha@gmail.com,,4,"040312",384,37,4
584,MUNICIPALIDAD DISTRITAL DE YAUCA,"20162664426",MDY,Calle General Segura N° 302 Mz. 24 Lt. 1 - Plaza de Armas ,"631024 / 926159448",secretaria@muniyauca.gob.pe,,4,"040313",385,37,4
585,MUNICIPALIDAD DISTRITAL DE ANDAGUA,"20198078604",MDA,Plaza de Armas S/N,"953778975",municipalidadandagua@gmail.com,,4,"040402",387,38,4
586,MUNICIPALIDAD DISTRITAL DE AYO,"20221421869",MDA,Plaza Principal S/N,"945456496 / 963684979",ayomunicipalidad@gmail.com,,4,"040403",388,38,4
587,MUNICIPALIDAD DISTRITAL DE CHACHAS,"20164449875",MDC,Plaza de Armas S/N,"971395566 / 999013132",m.chachas@outlook.com,,4,"040404",389,38,4
588,MUNICIPALIDAD DISTRITAL DE CHILCAYMARCA,"20202272810",MDC,Plaza Principal S/N,"985008220 / 920618310",mdchilcaymarca@hotmail.com,,4,"040405",390,38,4
589,MUNICIPALIDAD DISTRITAL DE CHOCO,"20272632082",MDC,Plaza de Armas S/N,"979709106",munichoco2019@gmail.com,,4,"040406",391,38,4
590,MUNICIPALIDAD DISTRITAL DE HUANCARQUI,"20199706471",MDH,Calle 7 de Junio N° 711,"921025498 / 959281293 / 951183490",huancarqui2015@hotmail.com,,4,"040407",392,38,4
591,MUNICIPALIDAD DISTRITAL DE MACHAGUAY,"20199643968",MDM,Plaza de Armas S/N,"950393959 / 971831267",munimachahuay@hotmail.com,,4,"040408",393,38,4
592,MUNICIPALIDAD DISTRITAL DE ORCOPAMPA,"20172681043",MDO,Plaza Principal S/N,"582020 / 944661745",municipalidaddeorcopampa@gmail.com,,4,"040409",394,38,4
593,MUNICIPALIDAD DISTRITAL DE PAMPACOLCA,"20172639519",MDP,Plaza Municipal S/N,"475030 / 934156033",municipalidaddepampacolca@hotmail.com,,4,"040410",395,38,4
594,MUNICIPALIDAD DISTRITAL DE TIPAN,"20203786892",MDT,Plaza Principal S/N,"665092 / 987805802",muni.tipan@hotmail.com,,4,"040411",396,38,4
595,MUNICIPALIDAD DISTRITAL DE UÑON,"20199706391",MDU,Plaza Principal S/N,"959539040",davila1grego@gmail.com,,4,"040412",397,38,4
596,MUNICIPALIDAD DISTRITAL DE URACA,"20199641167",MDU,Plaza 28 de Julio N° 215,"472282",muniuraca@hotmail.com,,4,"040413",398,38,4
597,MUNICIPALIDAD DISTRITAL DE VIRACO,"20199641086",MDV,Plaza de Armas N° 102,"476013 / 345011",muni_viraco@hotmail.com,,4,"040414",399,38,4
598,MUNICIPALIDAD DISTRITAL DE ACHOMA,"20216587741",,,,,,4,"040502",401,39,4
599,MUNICIPALIDAD DISTRITAL DE CABANACONDE,"20273871013",MDC,Plaza de Armas S/N,"928515131",mdcabanaconde@gmail.com,,4,"040503",402,39,4
600,MUNICIPALIDAD DISTRITAL DE CALLALLI,"20199731743",MDC,Plaza de Armas S/N,"930433844",municallalli@hotmail.com,,4,"040504",403,39,4
601,MUNICIPALIDAD DISTRITAL DE CAYLLOMA,"20173214121",MDC,Plaza Zela S/N,"974411400 / 324266 / 940323999 / 940323755",muni.dist.caylloma@gmail.com,,4,"040505",404,39,4
602,MUNICIPALIDAD DISTRITAL DE COPORAQUE,"20212195767",,Plaza de Armas N° 103,"941237175",copraque2019@gmail.com,,4,"040506",405,39,4
603,MUNICIPALIDAD DISTRITAL DE HUAMBO,"20197944154",MDH,Plaza de Armas S/N,"628187 / 830024 / 969023352",munihuambocolca@gmail.com,,4,"040507",406,39,4
648,MUNICIPALIDAD DISTRITAL DE SANTIAGO DE PISCHA,"20166868328",,,,,,4,"050111",455,43,5
604,MUNICIPALIDAD DISTRITAL DE HUANCA,"20193358790",MDH,Jr. Junín S/N - Plaza Principal,"619808 / 835261",munidistrital_huanca@hotmail.com,,4,"040508",407,39,4
605,MUNICIPALIDAD DISTRITAL DE ICHUPAMPA,"20228892735",MDI,Plaza Principal S/N,"942625022",mdichupampa2015@hotmail.com,,4,"040509",408,39,4
606,MUNICIPALIDAD DISTRITAL DE LARI,"20312182417",MDL,Plaza Principal N° 400,"486321 / 414323",municipiolari@hotmail.com,,4,"040510",409,39,4
607,MUNICIPALIDAD DISTRITAL DE LLUTA,"20193505768",MDL,Plaza Libertad S/N,"981566751 / 981572885 / 992846807",munilluta@gmail.com,,4,"040511",410,39,4
608,MUNICIPALIDAD DISTRITAL DE MACA,"20227619946",MDM,Av. Arequipa S/N,"957031742 / 914538839 / 976855121",municipalidaddistritaldemaca@gmail.com,,4,"040512",411,39,4
609,MUNICIPALIDAD DISTRITAL DE MADRIGAL,"20221840675",MDM,Plaza Principal S/N,"969607407 / 998886621 / 910855088 / 940917147",madrigalmunicipalidad@hotmail.com,,4,"040513",412,39,4
610,MUNICIPALIDAD DISTRITAL DE SAN ANTONIO DE CHUCA,"20190521410",MDS,Plaza Principal S/N - Imata,"935313032 / 910916041",municipio_sanantoniodechuca@hotmail.com,,4,"040514",413,39,4
611,MUNICIPALIDAD DISTRITAL DE SIBAYO,"20190584331",MDS,Plaza de Armas N° 101,"994643663",jhamileth_sm@hotmail.com,,4,"040515",414,39,4
612,MUNICIPALIDAD DISTRITAL DE TAPAY,"20207864260",MDT,Plaza de Armas S/N Mz. O Lt. 1 ,"916755504 / 948844419",municipalidadtapay2019@gmail.com,,4,"040516",415,39,4
613,MUNICIPALIDAD DISTRITAL DE TISCO,"20190592511",,Plaza Principal N° 102,"959288877",municipalidadtisco19@gmail.com,MDT,4,"040517",416,39,4
614,MUNICIPALIDAD DISTRITAL DE TUTI,"20227257777",,Plaza Principal S/N,"959195578",yyancu@hotmail.com,,4,"040518",417,39,4
615,MUNICIPALIDAD DISTRITAL DE YANQUE,"20209175712",MDY,Plaza Principal S/N,"959809947 / 949745287 / 837101",municipioyanque19@hotmail.com,,4,"040519",418,39,4
616,MUNICIPALIDAD DISTRITAL DE MAJES,"20496934866",MDM,Av. Municipal S/N Mz. 3EF Lt. F3,"586841 / 586255 / 586784 / 586135",informes@munimajes.gob.pe,,4,"040520",419,39,4
617,MUNICIPALIDAD DISTRITAL DE ANDARAY,"20197493632",,Calle Francisco Bolognesi N° 102 Mz. H Lt. 3 - Plaza Principal,"988744636 / 962578005",municipalidad_distrital_andaray@hotmail.com,,4,"040602",421,40,4
618,MUNICIPALIDAD DISTRITAL DE CAYARANI,"20272619574",MDC,Plaza Principal S/N,"925901978",muni.cayarani@gmail.com,,4,"040603",422,40,4
619,MUNICIPALIDAD DISTRITAL DE CHICHAS,"20213227255",MDC,Plaza Principal S/N,"997462152 / 959739632 / 269191",md_chichas@hotmail.com,,4,"040604",423,40,4
620,MUNICIPALIDAD DISTRITAL DE IRAY,"20273271504",,Av. Mirador De Santa Cruz S/N,"959084354 / 959855951 / 945366123 / 985504999",municipalidadiray@gmail.com,,4,"040605",424,40,4
621,MUNICIPALIDAD DISTRITAL DE RÍO GRANDE,"20202276301",MDR,Plaza Principal S/N,"925815994",mesadepartes.rg2023@gmail.com,,4,"040606",425,40,4
622,MUNICIPALIDAD DISTRITAL DE SALAMANCA,"20206936658",MDS,Plaza de Armas S/N,"957978594 / 999197051 / 999200778 / 979200153",municipiodesalamanca@hotmail.com,,4,"040607",426,40,4
623,MUNICIPALIDAD DISTRITAL DE YANAQUIHUA,"20227589427",MDY,Calle Grau Mz. Z Lt. 4 - Plaza de Armas,"949486717",municipalidadyanaquihua@gmail.com,,4,"040608",427,40,4
